,airline_iata,airline_icao,flight_iata,flight_icao,flight_number,dep_iata,dep_icao,dep_terminal,dep_gate,dep_time,dep_time_utc,dep_estimated,dep_estimated_utc,dep_actual,dep_actual_utc,arr_iata,arr_icao,arr_terminal,arr_gate,arr_baggage,arr_time,arr_time_utc,arr_estimated,arr_estimated_utc,cs_airline_iata,cs_flight_number,cs_flight_iata,status,duration,delayed,dep_delayed,arr_delayed,aircraft_icao,arr_time_ts,dep_time_ts,arr_estimated_ts,dep_estimated_ts,dep_actual_ts,arr_actual,arr_actual_utc,arr_actual_ts
1791,QR,QTR,QR2418,QTR2418,2418,DFW,KDFW,C,C38,2023-10-04 21:09,2023-10-05 02:09,2023-10-04 22:30,2023-10-05 03:30,,,BJX,MMLO,1,1,C1,2023-10-04 22:39,2023-10-05 04:39,2023-10-04 23:55,2023-10-05 05:55,AA,2262,AA2262,scheduled,150.0,76,81.0,76.0,,1696480740.0,1696471740,1696485300.0,1696476600.0,,,,
1792,AA,AAL,AA2209,AAL2209,2209,DFW,KDFW,A,A25,2023-10-04 21:22,2023-10-05 02:22,2023-10-04 22:30,2023-10-05 03:30,,,IAH,KIAH,A,27,2,2023-10-04 22:39,2023-10-05 03:39,2023-10-04 23:37,2023-10-05 04:37,,,,scheduled,77.0,58,68.0,58.0,A319,1696477140.0,1696472520,1696480620.0,1696476600.0,,,,
1793,MU,CES,MU507,CES507,507,PVG,ZSPD,1,,2023-10-05 11:30,2023-10-05 03:30,,,,,HKG,VHHH,1,,,2023-10-05 14:05,2023-10-05 06:05,2023-10-05 17:35,2023-10-05 09:35,,,,scheduled,155.0,210,,210.0,A321,1696485900.0,1696476600,1696498500.0,,,,,
1794,AA,AAL,AA2806,AAL2806,2806,DFW,KDFW,A,A20,2023-10-04 20:09,2023-10-05 01:09,2023-10-04 22:30,2023-10-05 03:30,2023-10-04 20:19,2023-10-05 01:19,MSP,KMSP,1,E16,5,2023-10-04 22:29,2023-10-05 03:29,2023-10-05 02:08,2023-10-05 07:08,,,,scheduled,140.0,219,141.0,219.0,A21N,1696476540.0,1696468140,1696489680.0,1696476600.0,1696468740.0,2023-10-04 21:05,2023-10-05 02:05,1696471500.0
1795,AA,AAL,AA2251,AAL2251,2251,DFW,KDFW,A,A36,2023-10-04 18:59,2023-10-04 23:59,2023-10-04 22:30,2023-10-05 03:30,,,BWI,KBWI,,C1,9,2023-10-04 23:04,2023-10-05 03:04,2023-10-05 02:36,2023-10-05 06:36,,,,scheduled,185.0,211,211.0,212.0,,1696475040.0,1696463940,1696487760.0,1696476600.0,,,,
1796,QR,QTR,QR2535,QTR2535,2535,DFW,KDFW,A,A34,2023-10-04 21:02,2023-10-05 02:02,2023-10-04 22:30,2023-10-05 03:30,,,DEN,KDEN,,C38,9,2023-10-04 22:16,2023-10-05 04:16,2023-10-04 23:37,2023-10-05 05:37,AA,577,AA577,scheduled,134.0,81,88.0,81.0,,1696479360.0,1696471320,1696484220.0,1696476600.0,,,,
1797,AA,AAL,AA2262,AAL2262,2262,DFW,KDFW,C,C38,2023-10-04 21:09,2023-10-05 02:09,2023-10-04 22:30,2023-10-05 03:30,,,BJX,MMLO,1,1,C1,2023-10-04 22:39,2023-10-05 04:39,2023-10-04 23:55,2023-10-05 05:55,,,,scheduled,150.0,76,81.0,76.0,,1696480740.0,1696471740,1696485300.0,1696476600.0,,,,
1798,QR,QTR,QR2490,QTR2490,2490,DFW,KDFW,C,C17,2023-10-04 21:01,2023-10-05 02:01,2023-10-04 22:30,2023-10-05 03:30,,,CMH,KCMH,,B23,5,2023-10-05 00:37,2023-10-05 04:37,2023-10-05 02:03,2023-10-05 06:03,AA,398,AA398,scheduled,156.0,86,89.0,86.0,,1696480620.0,1696471260,1696485780.0,1696476600.0,,,,
1799,TP,TAP,TP4044,TAP4044,4044,GIG,SBGL,2,B35,2023-10-04 23:50,2023-10-05 02:50,2023-10-05 00:30,2023-10-05 03:30,,,FOR,SBFZ,,,,2023-10-05 03:05,2023-10-05 06:05,,,G3,1864,G31864,scheduled,195.0,40,40.0,,,1696485900.0,1696474200,,1696476600.0,,,,
1800,JJ,TAM,JJ3272,TAM3272,3272,GRU,SBGR,2,,2023-10-04 23:30,2023-10-05 02:30,2023-10-05 00:30,2023-10-05 03:30,,,CGB,SBCY,,,1,2023-10-05 00:50,2023-10-05 04:50,2023-10-05 01:50,2023-10-05 05:50,,,,scheduled,140.0,60,60.0,60.0,A319,1696481400.0,1696473000,1696485000.0,1696476600.0,,,,
1801,FM,CSH,FM3007,CSH3007,3007,PVG,ZSPD,1,,2023-10-05 11:30,2023-10-05 03:30,,,,,HKG,VHHH,1,,,2023-10-05 14:05,2023-10-05 06:05,2023-10-05 17:35,2023-10-05 09:35,MU,507,MU507,scheduled,155.0,210,,210.0,,1696485900.0,1696476600,1696498500.0,,,,,
1802,KL,KLM,KL6113,KLM6113,6113,SLC,KSLC,,A21A,2023-10-04 21:00,2023-10-05 03:00,2023-10-04 21:31,2023-10-05 03:31,,,LHR,EGLL,3,,,2023-10-05 13:30,2023-10-05 12:30,2023-10-05 13:34,2023-10-05 12:34,DL,50,DL50,scheduled,570.0,31,31.0,4.0,,1696509000.0,1696474800,1696509240.0,1696476660.0,,,,
1803,AF,AFR,AF3677,AFR3677,3677,SLC,KSLC,,A21A,2023-10-04 21:00,2023-10-05 03:00,2023-10-04 21:31,2023-10-05 03:31,,,LHR,EGLL,3,,,2023-10-05 13:30,2023-10-05 12:30,2023-10-05 13:34,2023-10-05 12:34,DL,50,DL50,scheduled,570.0,31,31.0,4.0,,1696509000.0,1696474800,1696509240.0,1696476660.0,,,,
1804,AD,AZU,AD4340,AZU4340,4340,VCP,SBKP,,B07,2023-10-04 23:45,2023-10-05 02:45,2023-10-05 00:31,2023-10-05 03:31,,,CGB,SBCY,,,2,2023-10-05 00:50,2023-10-05 04:50,,,,,,scheduled,125.0,46,46.0,,A20N,1696481400.0,1696473900,,1696476660.0,,,,
1805,VS,VIR,VS4020,VIR4020,4020,SLC,KSLC,,A21A,2023-10-04 21:00,2023-10-05 03:00,2023-10-04 21:31,2023-10-05 03:31,,,LHR,EGLL,3,,,2023-10-05 13:30,2023-10-05 12:30,2023-10-05 13:34,2023-10-05 12:34,DL,50,DL50,scheduled,570.0,31,31.0,4.0,,1696509000.0,1696474800,1696509240.0,1696476660.0,,,,
1806,DL,DAL,DL50,DAL50,50,SLC,KSLC,,A21A,2023-10-04 21:00,2023-10-05 03:00,2023-10-04 21:31,2023-10-05 03:31,,,LHR,EGLL,3,,,2023-10-05 13:30,2023-10-05 12:30,2023-10-05 13:34,2023-10-05 12:34,,,,scheduled,570.0,31,31.0,4.0,A333,1696509000.0,1696474800,1696509240.0,1696476660.0,,,,
1807,OH,JIA,OH5581,JIA5581,5581,DCA,KDCA,2,E52,2023-10-04 22:03,2023-10-05 02:03,2023-10-04 23:33,2023-10-05 03:33,,,CAE,KCAE,,3,2,2023-10-04 23:40,2023-10-05 03:40,2023-10-05 00:59,2023-10-05 04:59,,,,scheduled,97.0,90,90.0,79.0,CRJ7,1696477200.0,1696471380,1696481940.0,1696476780.0,,,,
1808,AA,AAL,AA5581,AAL5581,5581,DCA,KDCA,2,E52,2023-10-04 22:03,2023-10-05 02:03,2023-10-04 23:33,2023-10-05 03:33,,,CAE,KCAE,,3,2,2023-10-04 23:40,2023-10-05 03:40,2023-10-05 00:59,2023-10-05 04:59,OH,5581,OH5581,scheduled,97.0,90,90.0,79.0,,1696477200.0,1696471380,1696481940.0,1696476780.0,,,,
1809,F9,FFT,F92075,FFT2075,2075,SAT,KSAT,A,2,2023-10-04 21:41,2023-10-05 02:41,2023-10-04 22:33,2023-10-05 03:33,,,LAS,KLAS,3,E10,,2023-10-04 22:35,2023-10-05 05:35,2023-10-04 23:10,2023-10-05 06:10,,,,scheduled,174.0,52,52.0,35.0,A20N,1696484100.0,1696473660,1696486200.0,1696476780.0,,,,
1810,MU,CES,MU5952,CES5952,5952,TCZ,ZUTC,,,2023-10-05 08:50,2023-10-05 00:50,2023-10-05 11:33,2023-10-05 03:33,,,KMG,ZPPP,,,6,2023-10-05 09:50,2023-10-05 01:50,2023-10-05 12:28,2023-10-05 04:28,,,,scheduled,60.0,163,163.0,158.0,B737,1696470600.0,1696467000,1696480080.0,1696476780.0,,,,
1811,WN,SWA,WN3361,SWA3361,3361,SAT,KSAT,A,11,2023-10-04 17:56,2023-10-04 22:56,2023-10-04 22:34,2023-10-05 03:34,,,DAL,KDAL,,,,2023-10-04 18:55,2023-10-04 23:55,2023-10-04 23:55,2023-10-05 04:55,,,,scheduled,59.0,278,278.0,300.0,B737,1696463700.0,1696460160,1696481700.0,1696476840.0,,,,
1812,QF,QFA,QF594,QFA594,594,SYD,YSSY,3,10,2023-10-05 13:25,2023-10-05 02:25,2023-10-05 14:35,2023-10-05 03:35,,,OOL,YBCG,1,11,,2023-10-05 13:50,2023-10-05 03:50,2023-10-05 15:00,2023-10-05 05:00,,,,scheduled,85.0,70,70.0,70.0,,1696477800.0,1696472700,1696482000.0,1696476900.0,,,,
1813,LA,LAN,LA3358,LAN3358,3358,GRU,SBGR,2,227,2023-10-04 23:35,2023-10-05 02:35,2023-10-05 00:35,2023-10-05 03:35,,,SSA,SBSV,,,,2023-10-05 01:50,2023-10-05 04:50,2023-10-05 02:50,2023-10-05 05:50,JJ,3358,JJ3358,scheduled,135.0,60,60.0,60.0,,1696481400.0,1696473300,1696485000.0,1696476900.0,,,,
1814,JJ,TAM,JJ3358,TAM3358,3358,GRU,SBGR,2,227,2023-10-04 23:35,2023-10-05 02:35,2023-10-05 00:35,2023-10-05 03:35,,,SSA,SBSV,,,,2023-10-05 01:50,2023-10-05 04:50,2023-10-05 02:50,2023-10-05 05:50,,,,scheduled,135.0,60,60.0,60.0,A320,1696481400.0,1696473300,1696485000.0,1696476900.0,,,,
1815,KE,KAL,KE5077,KAL5077,5077,ICN,RKSI,2,264,2023-10-05 12:00,2023-10-05 03:00,2023-10-05 12:35,2023-10-05 03:35,,,FUK,RJFF,I,,,2023-10-05 13:20,2023-10-05 04:20,2023-10-05 13:51,2023-10-05 04:51,LJ,223,LJ223,scheduled,80.0,35,35.0,31.0,,1696479600.0,1696474800,1696481460.0,1696476900.0,,,,
1816,LJ,JNA,LJ223,JNA223,223,ICN,RKSI,2,264,2023-10-05 12:00,2023-10-05 03:00,2023-10-05 12:35,2023-10-05 03:35,,,FUK,RJFF,I,,,2023-10-05 13:20,2023-10-05 04:20,2023-10-05 13:51,2023-10-05 04:51,,,,scheduled,80.0,35,35.0,31.0,,1696479600.0,1696474800,1696481460.0,1696476900.0,,,,
1817,JQ,JST,JQ773,JST773,773,ADL,YPAD,1,26,2023-10-05 12:30,2023-10-05 02:00,2023-10-05 14:05,2023-10-05 03:35,,,MEL,YMML,4,51,,2023-10-05 14:20,2023-10-05 03:20,2023-10-05 16:10,2023-10-05 05:10,,,,scheduled,80.0,110,95.0,110.0,A320,1696476000.0,1696471200,1696482600.0,1696476900.0,,,,
1818,MF,CXA,MF8792,CXA8792,8792,HAK,ZJHK,T1,2,2023-10-05 10:40,2023-10-05 02:40,2023-10-05 11:35,2023-10-05 03:35,,,FOC,ZSFZ,,,,2023-10-05 13:00,2023-10-05 05:00,2023-10-05 13:27,2023-10-05 05:27,,,,scheduled,140.0,55,55.0,27.0,B738,1696482000.0,1696473600,1696483620.0,1696476900.0,,,,
1819,QR,QTR,QR5164,QTR5164,5164,GRU,SBGR,2,227,2023-10-04 23:35,2023-10-05 02:35,2023-10-05 00:35,2023-10-05 03:35,,,SSA,SBSV,,,,2023-10-05 01:50,2023-10-05 04:50,2023-10-05 02:50,2023-10-05 05:50,JJ,3358,JJ3358,scheduled,135.0,60,60.0,60.0,,1696481400.0,1696473300,1696485000.0,1696476900.0,,,,
1820,MF,CXA,MF8528,CXA8528,8528,PVG,ZSPD,2,,2023-10-05 10:40,2023-10-05 02:40,2023-10-05 11:35,2023-10-05 03:35,,,FOC,ZSFZ,,,,2023-10-05 12:20,2023-10-05 04:20,2023-10-05 12:53,2023-10-05 04:53,,,,scheduled,100.0,55,55.0,33.0,B737,1696479600.0,1696473600,1696481580.0,1696476900.0,,,,
1821,NZ,ANZ,NZ7004,ANZ7004,7004,SYD,YSSY,3,10,2023-10-05 13:25,2023-10-05 02:25,2023-10-05 14:35,2023-10-05 03:35,,,OOL,YBCG,1,11,,2023-10-05 13:50,2023-10-05 03:50,2023-10-05 15:00,2023-10-05 05:00,QF,594,QF594,scheduled,85.0,70,70.0,70.0,,1696477800.0,1696472700,1696482000.0,1696476900.0,,,,
1822,DL,DAL,DL6285,DAL6285,6285,GRU,SBGR,2,227,2023-10-04 23:35,2023-10-05 02:35,2023-10-05 00:35,2023-10-05 03:35,,,SSA,SBSV,,,,2023-10-05 01:50,2023-10-05 04:50,2023-10-05 02:50,2023-10-05 05:50,JJ,3358,JJ3358,scheduled,135.0,60,60.0,60.0,,1696481400.0,1696473300,1696485000.0,1696476900.0,,,,
1823,AA,AAL,AA7371,AAL7371,7371,SYD,YSSY,3,10,2023-10-05 13:25,2023-10-05 02:25,2023-10-05 14:35,2023-10-05 03:35,,,OOL,YBCG,1,11,,2023-10-05 13:50,2023-10-05 03:50,2023-10-05 15:00,2023-10-05 05:00,QF,594,QF594,scheduled,85.0,70,70.0,70.0,,1696477800.0,1696472700,1696482000.0,1696476900.0,,,,
1824,AD,AZU,AD4408,AZU4408,4408,CNF,SBCF,1,05,2023-10-04 23:50,2023-10-05 02:50,2023-10-05 00:36,2023-10-05 03:36,,,PMW,SBPJ,,,,2023-10-05 01:50,2023-10-05 04:50,,,,,,scheduled,120.0,46,46.0,,,1696481400.0,1696474200,,1696476960.0,,,,
1825,MF,CXA,MF8567,CXA8567,8567,XMN,ZSAM,3,,2023-10-05 11:00,2023-10-05 03:00,2023-10-05 11:38,2023-10-05 03:38,,,SHA,ZSSS,1,,,2023-10-05 12:50,2023-10-05 04:50,2023-10-05 12:57,2023-10-05 04:57,,,,scheduled,110.0,38,38.0,7.0,B737,1696481400.0,1696474800,1696481820.0,1696477080.0,,,,
1826,TP,TAP,TP242,TAP242,242,ORD,KORD,5,,2023-10-04 22:05,2023-10-05 03:05,2023-10-04 22:38,2023-10-05 03:38,,,LIS,LPPT,1,,,2023-10-05 11:55,2023-10-05 10:55,2023-10-05 12:47,2023-10-05 11:47,,,,scheduled,470.0,52,33.0,52.0,A332,1696503300.0,1696475100,1696506420.0,1696477080.0,,,,
1827,CZ,CSN,CZ5138,CSN5138,5138,TAO,ZSQD,,,2023-10-05 11:05,2023-10-05 03:05,2023-10-05 11:38,2023-10-05 03:38,,,CGQ,ZYCC,T2,,1,2023-10-05 12:50,2023-10-05 04:50,2023-10-05 13:08,2023-10-05 05:08,,,,scheduled,105.0,33,33.0,18.0,A320,1696481400.0,1696475100,1696482480.0,1696477080.0,,,,
1828,NS,HBH,NS8553,HBH8553,8553,XMN,ZSAM,3,,2023-10-05 11:00,2023-10-05 03:00,2023-10-05 11:38,2023-10-05 03:38,,,SHA,ZSSS,1,,,2023-10-05 12:50,2023-10-05 04:50,2023-10-05 12:57,2023-10-05 04:57,MF,8567,MF8567,scheduled,110.0,38,38.0,7.0,,1696481400.0,1696474800,1696481820.0,1696477080.0,,,,
1829,CA,CCA,CA8877,CCA8877,8877,TAO,ZSQD,,,2023-10-05 10:35,2023-10-05 02:35,2023-10-05 11:38,2023-10-05 03:38,,,ICN,RKSI,1,33,22,2023-10-05 12:50,2023-10-05 03:50,,,SC,4081,SC4081,scheduled,75.0,63,63.0,,,1696477800.0,1696473300,,1696477080.0,,,,
1830,OZ,AAR,OZ6706,AAR6706,6706,TAO,ZSQD,,,2023-10-05 10:35,2023-10-05 02:35,2023-10-05 11:38,2023-10-05 03:38,,,ICN,RKSI,1,33,22,2023-10-05 12:50,2023-10-05 03:50,,,SC,4081,SC4081,scheduled,75.0,63,63.0,,,1696477800.0,1696473300,,1696477080.0,,,,
1831,MU,CES,MU8129,CES8129,8129,XMN,ZSAM,3,,2023-10-05 11:00,2023-10-05 03:00,2023-10-05 11:38,2023-10-05 03:38,,,SHA,ZSSS,1,,,2023-10-05 12:50,2023-10-05 04:50,2023-10-05 12:57,2023-10-05 04:57,MF,8567,MF8567,scheduled,110.0,38,38.0,7.0,,1696481400.0,1696474800,1696481820.0,1696477080.0,,,,
1832,GJ,CDC,GJ3669,CDC3669,3669,XMN,ZSAM,3,,2023-10-05 11:00,2023-10-05 03:00,2023-10-05 11:38,2023-10-05 03:38,,,SHA,ZSSS,1,,,2023-10-05 12:50,2023-10-05 04:50,2023-10-05 12:57,2023-10-05 04:57,MF,8567,MF8567,scheduled,110.0,38,38.0,7.0,,1696481400.0,1696474800,1696481820.0,1696477080.0,,,,
1833,3U,CSC,3U2469,CSC2469,2469,XMN,ZSAM,3,,2023-10-05 11:00,2023-10-05 03:00,2023-10-05 11:38,2023-10-05 03:38,,,SHA,ZSSS,1,,,2023-10-05 12:50,2023-10-05 04:50,2023-10-05 12:57,2023-10-05 04:57,MF,8567,MF8567,scheduled,110.0,38,38.0,7.0,,1696481400.0,1696474800,1696481820.0,1696477080.0,,,,
1834,SC,CDG,SC4081,CDG4081,4081,TAO,ZSQD,,,2023-10-05 10:35,2023-10-05 02:35,2023-10-05 11:38,2023-10-05 03:38,,,ICN,RKSI,1,33,22,2023-10-05 12:50,2023-10-05 03:50,,,,,,scheduled,75.0,63,63.0,,,1696477800.0,1696473300,,1696477080.0,,,,
1835,WN,SWA,WN424,SWA424,424,LAS,KLAS,1,C11,2023-10-04 18:45,2023-10-05 01:45,2023-10-04 20:39,2023-10-05 03:39,,,BNA,KBNA,,C23,,2023-10-05 00:20,2023-10-05 05:20,2023-10-05 02:07,2023-10-05 07:07,,,,scheduled,215.0,107,114.0,107.0,B38M,1696483200.0,1696470300,1696489620.0,1696477140.0,,,,
1836,AA,AAL,AA7493,AAL7493,7493,SEA,KSEA,,C15,2023-10-04 18:40,2023-10-05 01:40,2023-10-04 20:40,2023-10-05 03:40,,,ANC,PANC,S,C6,3,2023-10-04 21:29,2023-10-05 05:29,2023-10-04 23:32,2023-10-05 07:32,AS,115,AS115,scheduled,229.0,120,120.0,123.0,,1696483740.0,1696470000,1696491120.0,1696477200.0,,,,
1837,QF,QFA,QF738,QFA738,738,ADL,YPAD,1,21,2023-10-05 11:10,2023-10-05 00:40,2023-10-05 14:10,2023-10-05 03:40,,,SYD,YSSY,3,,QFR,2023-10-05 13:30,2023-10-05 02:30,2023-10-05 16:30,2023-10-05 05:30,,,,scheduled,110.0,180,180.0,180.0,A332,1696473000.0,1696466400,1696483800.0,1696477200.0,,,,
1838,BA,BAW,BA7539,BAW7539,7539,SEA,KSEA,,N7,2023-10-04 19:45,2023-10-05 02:45,2023-10-04 20:40,2023-10-05 03:40,,,PDX,KPDX,,C11,3,2023-10-04 20:40,2023-10-05 03:40,2023-10-04 21:36,2023-10-05 04:36,AS,1462,AS1462,scheduled,55.0,55,55.0,56.0,,1696477200.0,1696473900,1696480560.0,1696477200.0,,,,
1839,EK,UAE,EK5738,UAE5738,5738,ADL,YPAD,1,21,2023-10-05 11:10,2023-10-05 00:40,2023-10-05 14:10,2023-10-05 03:40,,,SYD,YSSY,3,,QFR,2023-10-05 13:30,2023-10-05 02:30,2023-10-05 16:30,2023-10-05 05:30,QF,738,QF738,scheduled,110.0,180,180.0,180.0,,1696473000.0,1696466400,1696483800.0,1696477200.0,,,,
1840,UL,ALK,UL3404,ALK3404,3404,ADL,YPAD,1,20,2023-10-05 12:05,2023-10-05 01:35,2023-10-05 14:10,2023-10-05 03:40,,,MEL,YMML,1,,,2023-10-05 13:55,2023-10-05 02:55,2023-10-05 16:00,2023-10-05 05:00,QF,682,QF682,scheduled,80.0,125,125.0,125.0,,1696474500.0,1696469700,1696482000.0,1696477200.0,,,,
1841,CZ,CSN,CZ2048,CSN2048,2048,PVG,ZSPD,2,,2023-10-05 11:05,2023-10-05 03:05,2023-10-05 11:40,2023-10-05 03:40,,,WUH,ZHHH,3,,19,2023-10-05 13:10,2023-10-05 05:10,2023-10-05 13:02,2023-10-05 05:02,,,,scheduled,125.0,35,35.0,,,1696482600.0,1696475100,1696482120.0,1696477200.0,,,,
1842,QF,QFA,QF682,QFA682,682,ADL,YPAD,1,20,2023-10-05 12:05,2023-10-05 01:35,2023-10-05 14:10,2023-10-05 03:40,,,MEL,YMML,1,,,2023-10-05 13:55,2023-10-05 02:55,2023-10-05 16:00,2023-10-05 05:00,,,,scheduled,80.0,125,125.0,125.0,,1696474500.0,1696469700,1696482000.0,1696477200.0,,,,
1843,EK,UAE,EK5682,UAE5682,5682,ADL,YPAD,1,20,2023-10-05 12:05,2023-10-05 01:35,2023-10-05 14:10,2023-10-05 03:40,,,MEL,YMML,1,,,2023-10-05 13:55,2023-10-05 02:55,2023-10-05 16:00,2023-10-05 05:00,QF,682,QF682,scheduled,80.0,125,125.0,125.0,,1696474500.0,1696469700,1696482000.0,1696477200.0,,,,
1844,QR,QTR,QR2537,QTR2537,2537,ACT,KACT,,,2023-10-04 21:00,2023-10-05 02:00,2023-10-04 22:40,2023-10-05 03:40,,,DFW,KDFW,B,B28,B30,2023-10-04 21:23,2023-10-05 02:23,2023-10-04 23:31,2023-10-05 04:31,MQ,3583,MQ3583,scheduled,23.0,100,100.0,128.0,,1696472580.0,1696471200,1696480260.0,1696477200.0,,,,
1845,MU,CES,MU5962,CES5962,5962,LNJ,ZPLC,,,2023-10-05 10:45,2023-10-05 02:45,2023-10-05 11:40,2023-10-05 03:40,,,KMG,ZPPP,,,6,2023-10-05 11:40,2023-10-05 03:40,2023-10-05 12:22,2023-10-05 04:22,,,,scheduled,55.0,55,55.0,42.0,B737,1696477200.0,1696473900,1696479720.0,1696477200.0,,,,
1846,AA,AAL,AA3583,AAL3583,3583,ACT,KACT,,,2023-10-04 21:00,2023-10-05 02:00,2023-10-04 22:40,2023-10-05 03:40,,,DFW,KDFW,B,B28,B30,2023-10-04 21:23,2023-10-05 02:23,2023-10-04 23:31,2023-10-05 04:31,MQ,3583,MQ3583,scheduled,23.0,100,100.0,128.0,,1696472580.0,1696471200,1696480260.0,1696477200.0,,,,
1847,QF,QFA,QF87,QFA87,87,SYD,YSSY,1,54,2023-10-05 10:30,2023-10-04 23:30,2023-10-05 14:40,2023-10-05 03:40,,,ICN,RKSI,1,,,2023-10-05 19:20,2023-10-05 10:20,2023-10-05 23:20,2023-10-05 14:20,,,,scheduled,650.0,250,250.0,240.0,,1696501200.0,1696462200,1696515600.0,1696477200.0,,,,
1848,SC,CDG,SC4653,CDG4653,4653,TAO,ZSQD,,,2023-10-05 10:30,2023-10-05 02:30,2023-10-05 11:40,2023-10-05 03:40,,,SHA,ZSSS,2,,24,2023-10-05 12:10,2023-10-05 04:10,2023-10-05 12:57,2023-10-05 04:57,,,,scheduled,100.0,47,70.0,47.0,B738,1696479000.0,1696473000,1696481820.0,1696477200.0,,,,
1849,PG,BKP,PG4549,BKP4549,4549,ADL,YPAD,1,21,2023-10-05 11:10,2023-10-05 00:40,2023-10-05 14:10,2023-10-05 03:40,,,SYD,YSSY,3,,QFR,2023-10-05 13:30,2023-10-05 02:30,2023-10-05 16:30,2023-10-05 05:30,QF,738,QF738,scheduled,110.0,180,180.0,180.0,,1696473000.0,1696466400,1696483800.0,1696477200.0,,,,
1850,PI,RKA,PI286,RKA286,286,ZKP,UESU,,,2023-10-05 14:40,2023-10-05 03:40,,,,,YKS,UEEE,,,,2023-10-05 15:40,2023-10-05 06:40,2023-10-05 16:40,2023-10-05 07:40,,,,scheduled,180.0,60,,60.0,,1696488000.0,1696477200,1696491600.0,,,,,
1851,MU,CES,MU4183,CES4183,4183,ADL,YPAD,1,21,2023-10-05 11:10,2023-10-05 00:40,2023-10-05 14:10,2023-10-05 03:40,,,SYD,YSSY,3,,QFR,2023-10-05 13:30,2023-10-05 02:30,2023-10-05 16:30,2023-10-05 05:30,QF,738,QF738,scheduled,110.0,180,180.0,180.0,,1696473000.0,1696466400,1696483800.0,1696477200.0,,,,
1852,BA,BAW,BA7435,BAW7435,7435,ADL,YPAD,1,21,2023-10-05 11:10,2023-10-05 00:40,2023-10-05 14:10,2023-10-05 03:40,,,SYD,YSSY,3,,QFR,2023-10-05 13:30,2023-10-05 02:30,2023-10-05 16:30,2023-10-05 05:30,QF,738,QF738,scheduled,110.0,180,180.0,180.0,,1696473000.0,1696466400,1696483800.0,1696477200.0,,,,
1853,MQ,ENY,MQ3583,ENY3583,3583,ACT,KACT,,,2023-10-04 21:00,2023-10-05 02:00,2023-10-04 22:40,2023-10-05 03:40,,,DFW,KDFW,B,B28,B30,2023-10-04 21:23,2023-10-05 02:23,2023-10-04 23:31,2023-10-05 04:31,,,,scheduled,23.0,100,100.0,128.0,E145,1696472580.0,1696471200,1696480260.0,1696477200.0,,,,
1854,QF,QFA,QF4158,QFA4158,4158,ACT,KACT,,,2023-10-04 21:00,2023-10-05 02:00,2023-10-04 22:40,2023-10-05 03:40,,,DFW,KDFW,B,B28,B30,2023-10-04 21:23,2023-10-05 02:23,2023-10-04 23:31,2023-10-05 04:31,MQ,3583,MQ3583,scheduled,23.0,100,100.0,128.0,,1696472580.0,1696471200,1696480260.0,1696477200.0,,,,
1855,HU,CHH,HU7162,CHH7162,7162,HGH,ZSHC,3,,2023-10-05 11:05,2023-10-05 03:05,2023-10-05 11:40,2023-10-05 03:40,,,CAN,ZGGG,1,,20,2023-10-05 13:10,2023-10-05 05:10,2023-10-05 13:45,2023-10-05 05:45,,,,scheduled,125.0,35,35.0,35.0,,1696482600.0,1696475100,1696484700.0,1696477200.0,,,,
1856,AS,ASA,AS1462,ASA1462,1462,SEA,KSEA,,N7,2023-10-04 19:45,2023-10-05 02:45,2023-10-04 20:40,2023-10-05 03:40,,,PDX,KPDX,,C11,3,2023-10-04 20:40,2023-10-05 03:40,2023-10-04 21:36,2023-10-05 04:36,,,,scheduled,55.0,55,55.0,56.0,B39M,1696477200.0,1696473900,1696480560.0,1696477200.0,,,,
1857,NZ,ANZ,NZ7682,ANZ7682,7682,ADL,YPAD,1,20,2023-10-05 12:05,2023-10-05 01:35,2023-10-05 14:10,2023-10-05 03:40,,,MEL,YMML,1,,,2023-10-05 13:55,2023-10-05 02:55,2023-10-05 16:00,2023-10-05 05:00,QF,682,QF682,scheduled,80.0,125,125.0,125.0,,1696474500.0,1696469700,1696482000.0,1696477200.0,,,,
1858,FI,ICE,FI7637,ICE7637,7637,SEA,KSEA,,N7,2023-10-04 19:45,2023-10-05 02:45,2023-10-04 20:40,2023-10-05 03:40,,,PDX,KPDX,,C11,3,2023-10-04 20:40,2023-10-05 03:40,2023-10-04 21:36,2023-10-05 04:36,AS,1462,AS1462,scheduled,55.0,55,55.0,56.0,,1696477200.0,1696473900,1696480560.0,1696477200.0,,,,
1859,J9,JZR,J9410,JZR410,410,DEL,VIDP,T3,10A,2023-10-05 08:15,2023-10-05 02:45,2023-10-05 09:10,2023-10-05 03:40,,,KWI,OKKK,5,,,2023-10-05 10:00,2023-10-05 07:00,,,,,,scheduled,255.0,55,55.0,,,1696489200.0,1696473900,,1696477200.0,,,,
1860,MF,CXA,MF3535,CXA3535,3535,LNJ,ZPLC,,,2023-10-05 10:45,2023-10-05 02:45,2023-10-05 11:40,2023-10-05 03:40,,,KMG,ZPPP,,,6,2023-10-05 11:40,2023-10-05 03:40,2023-10-05 12:22,2023-10-05 04:22,MU,5962,MU5962,scheduled,55.0,55,55.0,42.0,,1696477200.0,1696473900,1696479720.0,1696477200.0,,,,
