,flight_number,airline_iata,dep_time_utc,dep_estimated_utc,arr_time_utc,arr_estimated_utc,dep_country_code,arr_country_code,domestic,international,delayed
1613,7859,HU,2023-10-05 01:00,2023-10-05 01:25,2023-10-05 04:45,2023-10-05 05:23,CN,CN,True,False,38
1614,8702,SC,2023-10-05 06:00,2023-10-05 06:45,2023-10-05 08:40,2023-10-05 09:02,CN,CN,True,False,45
1615,4990,CA,2023-10-05 06:00,2023-10-05 06:45,2023-10-05 08:40,2023-10-05 09:02,CN,CN,True,False,45
1616,2834,ZH,2023-10-05 06:00,2023-10-05 06:45,2023-10-05 08:40,2023-10-05 09:02,CN,CN,True,False,45
1617,7565,GS,2023-10-05 06:10,2023-10-05 08:10,2023-10-05 08:05,2023-10-05 10:05,CN,CN,True,False,120
1618,3536,UQ,2023-10-05 04:00,2023-10-05 05:00,2023-10-05 07:10,2023-10-05 07:55,CN,CN,True,False,45
1619,12,FJ,2023-10-05 00:50,2023-10-05 01:25,2023-10-05 01:20,2023-10-05 02:01,FJ,FJ,True,False,41
1620,6152,SQ,2023-10-05 00:50,2023-10-05 01:25,2023-10-05 01:20,2023-10-05 02:01,FJ,FJ,True,False,41
1621,7523,AA,2023-10-05 01:30,2023-10-05 02:08,2023-10-05 04:14,2023-10-05 04:46,US,US,True,False,38
1622,2074,QR,2023-10-05 01:30,2023-10-05 02:08,2023-10-05 04:14,2023-10-05 04:46,US,US,True,False,38
1623,2646,TN,2023-10-05 01:30,2023-10-05 02:08,2023-10-05 04:14,2023-10-05 04:46,US,US,True,False,38
1624,1156,AS,2023-10-05 01:30,2023-10-05 02:08,2023-10-05 04:14,2023-10-05 04:46,US,US,True,False,38
1625,6125,KE,2023-10-05 01:30,2023-10-05 02:08,2023-10-05 04:14,2023-10-05 04:46,US,US,True,False,38
1626,8809,AC,2023-10-05 01:25,2023-10-05 02:33,2023-10-05 02:26,2023-10-05 03:21,US,CA,False,True,55
1627,8250,UA,2023-10-05 01:25,2023-10-05 02:33,2023-10-05 02:26,2023-10-05 03:21,US,CA,False,True,55
1628,8809,QK,2023-10-05 01:25,2023-10-05 02:33,2023-10-05 02:26,2023-10-05 03:21,US,CA,False,True,55
1629,4798,NZ,2023-10-05 01:25,2023-10-05 02:33,2023-10-05 02:26,2023-10-05 03:21,US,CA,False,True,55
1630,204,TK,2023-10-05 00:50,2023-10-05 01:37,2023-10-05 12:30,2023-10-05 13:10,US,TR,False,True,40
1631,7539,BA,2023-10-05 02:45,2023-10-05 03:40,2023-10-05 03:40,2023-10-05 04:36,US,US,True,False,55
1632,1462,AS,2023-10-05 02:45,2023-10-05 03:40,2023-10-05 03:40,2023-10-05 04:36,US,US,True,False,55
1633,7637,FI,2023-10-05 02:45,2023-10-05 03:40,2023-10-05 03:40,2023-10-05 04:36,US,US,True,False,55
1634,2626,TN,2023-10-05 02:45,2023-10-05 03:40,2023-10-05 03:40,2023-10-05 04:36,US,US,True,False,55
1635,4037,VS,2023-10-05 02:35,2023-10-05 04:00,2023-10-05 12:15,2023-10-05 13:17,US,GB,False,True,85
1636,6021,KL,2023-10-05 02:35,2023-10-05 04:00,2023-10-05 12:15,2023-10-05 13:17,US,GB,False,True,85
1637,20,DL,2023-10-05 02:35,2023-10-05 04:00,2023-10-05 12:15,2023-10-05 13:17,US,GB,False,True,85
1638,3603,AF,2023-10-05 02:35,2023-10-05 04:00,2023-10-05 12:15,2023-10-05 13:17,US,GB,False,True,85
1639,3317,QR,2023-10-05 00:35,2023-10-05 01:59,2023-10-05 06:50,2023-10-05 07:54,US,US,True,False,84
1640,7529,BA,2023-10-05 00:35,2023-10-05 01:59,2023-10-05 06:50,2023-10-05 07:54,US,US,True,False,84
1641,807,AS,2023-10-05 00:35,2023-10-05 01:59,2023-10-05 06:50,2023-10-05 07:54,US,US,True,False,84
1642,305,AA,2023-10-05 05:12,2023-10-05 07:05,2023-10-05 11:02,2023-10-05 12:53,US,US,True,False,113
1643,7057,WS,2023-10-05 02:55,2023-10-05 04:01,2023-10-05 04:44,2023-10-05 05:44,US,US,True,False,66
1644,6618,KL,2023-10-05 02:55,2023-10-05 04:01,2023-10-05 04:44,2023-10-05 05:44,US,US,True,False,66
1645,3729,OO,2023-10-05 02:55,2023-10-05 04:01,2023-10-05 04:44,2023-10-05 05:44,US,US,True,False,66
1646,5785,AF,2023-10-05 02:55,2023-10-05 04:01,2023-10-05 04:44,2023-10-05 05:44,US,US,True,False,66
1647,3729,DL,2023-10-05 02:55,2023-10-05 04:01,2023-10-05 04:44,2023-10-05 05:44,US,US,True,False,66
1648,2362,VS,2023-10-05 02:55,2023-10-05 04:01,2023-10-05 04:44,2023-10-05 05:44,US,US,True,False,66
1649,8295,EY,2023-10-05 06:22,2023-10-05 07:10,2023-10-05 11:29,2023-10-05 12:17,US,US,True,False,48
1650,9168,AA,2023-10-05 06:22,2023-10-05 07:10,2023-10-05 11:29,2023-10-05 12:17,US,US,True,False,48
1651,8727,LY,2023-10-05 06:22,2023-10-05 07:10,2023-10-05 11:29,2023-10-05 12:17,US,US,True,False,48
1652,264,B6,2023-10-05 06:22,2023-10-05 07:10,2023-10-05 11:29,2023-10-05 12:17,US,US,True,False,48
1653,6053,KL,2023-10-05 01:10,2023-10-05 02:33,2023-10-05 11:05,2023-10-05 11:43,US,NL,False,True,83
1654,3584,AF,2023-10-05 01:10,2023-10-05 02:33,2023-10-05 11:05,2023-10-05 11:43,US,NL,False,True,83
1655,4060,VS,2023-10-05 01:10,2023-10-05 02:33,2023-10-05 11:05,2023-10-05 11:43,US,NL,False,True,83
1656,144,DL,2023-10-05 01:10,2023-10-05 02:33,2023-10-05 11:05,2023-10-05 11:43,US,NL,False,True,83
1657,1200,AS,2023-10-05 01:50,2023-10-05 02:37,2023-10-05 03:55,2023-10-05 04:46,US,US,True,False,47
1658,2664,TN,2023-10-05 01:50,2023-10-05 02:37,2023-10-05 03:55,2023-10-05 04:46,US,US,True,False,47
1659,2952,QR,2023-10-05 01:50,2023-10-05 02:37,2023-10-05 03:55,2023-10-05 04:46,US,US,True,False,47
1660,7483,AA,2023-10-05 01:50,2023-10-05 02:37,2023-10-05 03:55,2023-10-05 04:46,US,US,True,False,47
1661,7493,AA,2023-10-05 01:40,2023-10-05 03:40,2023-10-05 05:29,2023-10-05 07:32,US,US,True,False,120
1662,115,AS,2023-10-05 01:40,2023-10-05 03:40,2023-10-05 05:29,2023-10-05 07:32,US,US,True,False,120
1663,2535,TN,2023-10-05 01:40,2023-10-05 03:40,2023-10-05 05:29,2023-10-05 07:32,US,US,True,False,120
1664,6505,NT,2023-10-04 23:45,2023-10-05 01:25,2023-10-05 01:35,2023-10-05 03:25,MR,ES,False,True,110
1665,134,IB,2023-10-04 23:45,2023-10-05 01:25,2023-10-05 01:35,2023-10-05 03:25,MR,ES,False,True,110
1666,2514,AA,2023-10-05 00:01,2023-10-05 01:26,2023-10-05 02:32,2023-10-05 03:55,US,US,True,False,83
1667,4142,GF,2023-10-05 00:01,2023-10-05 01:26,2023-10-05 02:32,2023-10-05 03:55,US,US,True,False,83
1668,7639,QR,2023-10-05 00:01,2023-10-05 01:26,2023-10-05 02:32,2023-10-05 03:55,US,US,True,False,83
1669,4423,BA,2023-10-05 00:01,2023-10-05 01:26,2023-10-05 02:32,2023-10-05 03:55,US,US,True,False,83
1670,834,AA,2023-10-05 02:28,2023-10-05 03:08,2023-10-05 04:59,2023-10-05 05:38,US,US,True,False,40
1671,5453,BA,2023-10-05 02:28,2023-10-05 03:08,2023-10-05 04:59,2023-10-05 05:38,US,US,True,False,40
1672,750,F9,2023-10-05 01:22,2023-10-05 01:59,2023-10-05 03:18,2023-10-05 03:43,US,US,True,False,37
1673,898,WN,2023-10-05 02:15,2023-10-05 05:44,2023-10-05 05:35,2023-10-05 09:04,US,US,True,False,209
1674,288,BA,2023-10-05 02:30,2023-10-05 03:16,2023-10-05 12:25,2023-10-05 13:08,US,GB,False,True,46
1675,7446,IB,2023-10-05 02:30,2023-10-05 03:16,2023-10-05 12:25,2023-10-05 13:08,US,GB,False,True,46
1676,8988,EI,2023-10-05 02:30,2023-10-05 03:16,2023-10-05 12:25,2023-10-05 13:08,US,GB,False,True,46
1677,5528,AY,2023-10-05 02:30,2023-10-05 03:16,2023-10-05 12:25,2023-10-05 13:08,US,GB,False,True,46
1678,6999,AA,2023-10-05 02:30,2023-10-05 03:16,2023-10-05 12:25,2023-10-05 13:08,US,GB,False,True,46
1679,1709,WN,2023-10-05 04:00,2023-10-05 04:33,2023-10-05 05:10,2023-10-05 05:36,US,US,True,False,33
1680,1302,B6,2023-10-05 05:10,2023-10-05 06:23,2023-10-05 09:59,2023-10-05 11:12,US,US,True,False,73
1681,5211,EI,2023-10-05 05:10,2023-10-05 06:23,2023-10-05 09:59,2023-10-05 11:12,US,US,True,False,73
1682,4354,TP,2023-10-05 05:10,2023-10-05 06:23,2023-10-05 09:59,2023-10-05 11:12,US,US,True,False,73
1683,623,AA,2023-10-05 02:18,2023-10-05 04:19,2023-10-05 04:55,2023-10-05 07:14,US,US,True,False,121
1684,6232,AS,2023-10-05 02:18,2023-10-05 04:19,2023-10-05 04:55,2023-10-05 07:14,US,US,True,False,121
1685,577,WN,2023-10-05 01:45,2023-10-05 03:45,2023-10-05 04:10,2023-10-05 05:54,US,US,True,False,120
1686,3121,OO,2023-10-05 02:06,2023-10-05 02:55,2023-10-05 04:23,2023-10-05 05:02,US,US,True,False,39
1687,3121,AA,2023-10-05 02:06,2023-10-05 02:55,2023-10-05 04:23,2023-10-05 05:02,US,US,True,False,39
1688,6466,AS,2023-10-05 02:06,2023-10-05 02:55,2023-10-05 04:23,2023-10-05 05:02,US,US,True,False,39
1689,470,WN,2023-10-05 01:45,2023-10-05 02:23,2023-10-05 04:00,2023-10-05 04:20,US,US,True,False,38
1690,816,WN,2023-10-05 01:55,2023-10-05 03:12,2023-10-05 04:45,2023-10-05 05:58,US,US,True,False,77
1691,675,WN,2023-10-05 04:40,2023-10-05 06:24,2023-10-05 06:15,2023-10-05 07:59,US,US,True,False,104
1692,2930,WN,2023-10-05 03:40,2023-10-05 04:21,2023-10-05 05:30,2023-10-05 06:12,US,US,True,False,41
1693,3461,MQ,2023-10-04 21:41,2023-10-05 01:45,2023-10-04 23:21,2023-10-05 04:47,US,US,True,False,326
1694,3461,AA,2023-10-04 21:41,2023-10-05 01:45,2023-10-04 23:21,2023-10-05 04:47,US,US,True,False,326
1695,4712,QF,2023-10-04 21:41,2023-10-05 01:45,2023-10-04 23:21,2023-10-05 04:47,US,US,True,False,326
1696,7892,QR,2023-10-04 21:41,2023-10-05 01:45,2023-10-04 23:21,2023-10-05 04:47,US,US,True,False,326
1697,3163,NK,2023-10-05 00:59,2023-10-05 01:46,2023-10-05 04:15,,US,US,True,False,47
1698,4339,AS,2023-10-05 01:15,2023-10-05 03:08,2023-10-05 04:40,2023-10-05 06:47,US,US,True,False,113
1699,1219,AA,2023-10-05 01:15,2023-10-05 03:08,2023-10-05 04:40,2023-10-05 06:47,US,US,True,False,113
1700,1666,BA,2023-10-05 01:15,2023-10-05 03:08,2023-10-05 04:40,2023-10-05 06:47,US,US,True,False,113
1701,6471,GF,2023-10-05 01:15,2023-10-05 03:08,2023-10-05 04:40,2023-10-05 06:47,US,US,True,False,113
1702,4472,IB,2023-10-05 01:15,2023-10-05 03:08,2023-10-05 04:40,2023-10-05 06:47,US,US,True,False,113
1703,7910,LA,2023-10-05 00:30,2023-10-05 01:29,2023-10-05 01:46,2023-10-05 02:26,US,US,True,False,40
1704,2096,VS,2023-10-05 00:30,2023-10-05 01:29,2023-10-05 01:46,2023-10-05 02:26,US,US,True,False,40
1705,7072,AR,2023-10-05 00:30,2023-10-05 01:29,2023-10-05 01:46,2023-10-05 02:26,US,US,True,False,40
1706,1032,DL,2023-10-05 00:30,2023-10-05 01:29,2023-10-05 01:46,2023-10-05 02:26,US,US,True,False,40
1707,5670,AF,2023-10-05 00:30,2023-10-05 01:29,2023-10-05 01:46,2023-10-05 02:26,US,US,True,False,40
1708,2271,QR,2023-10-05 01:10,2023-10-05 01:53,2023-10-05 06:51,2023-10-05 07:30,US,US,True,False,43
1709,4266,GF,2023-10-05 01:10,2023-10-05 01:53,2023-10-05 06:51,2023-10-05 07:30,US,US,True,False,43
1710,3038,QF,2023-10-05 01:10,2023-10-05 01:53,2023-10-05 06:51,2023-10-05 07:30,US,US,True,False,43
1711,2289,AA,2023-10-05 01:10,2023-10-05 01:53,2023-10-05 06:51,2023-10-05 07:30,US,US,True,False,43
1712,4977,BA,2023-10-05 01:10,2023-10-05 01:53,2023-10-05 06:51,2023-10-05 07:30,US,US,True,False,43
1713,4131,IB,2023-10-05 01:10,2023-10-05 01:53,2023-10-05 06:51,2023-10-05 07:30,US,US,True,False,43
1714,9450,MH,2023-10-05 01:10,2023-10-05 01:53,2023-10-05 06:51,2023-10-05 07:30,US,US,True,False,43
1715,78,TK,2023-10-05 01:05,2023-10-05 01:58,2023-10-05 12:30,2023-10-05 13:04,US,TR,False,True,53
1716,6298,SQ,2023-10-05 01:05,2023-10-05 01:58,2023-10-05 12:30,2023-10-05 13:04,US,TR,False,True,53
1717,5078,PK,2023-10-05 01:05,2023-10-05 01:58,2023-10-05 12:30,2023-10-05 13:04,US,TR,False,True,53
1718,5021,BA,2023-10-04 23:40,2023-10-05 01:43,2023-10-05 05:55,2023-10-05 07:59,US,US,True,False,124
1719,4168,GF,2023-10-04 23:40,2023-10-05 01:43,2023-10-05 05:55,2023-10-05 07:59,US,US,True,False,124
1720,4121,QF,2023-10-04 23:40,2023-10-05 01:43,2023-10-05 05:55,2023-10-05 07:59,US,US,True,False,124
1721,4184,IB,2023-10-04 23:40,2023-10-05 01:43,2023-10-05 05:55,2023-10-05 07:59,US,US,True,False,124
1722,2280,AA,2023-10-04 23:40,2023-10-05 01:43,2023-10-05 05:55,2023-10-05 07:59,US,US,True,False,124
1723,2465,QR,2023-10-04 23:40,2023-10-05 01:43,2023-10-05 05:55,2023-10-05 07:59,US,US,True,False,124
1724,931,AA,2023-10-05 03:36,2023-10-05 11:00,2023-10-05 12:21,2023-10-05 19:44,US,AR,False,True,444
1725,4843,EK,2023-10-05 03:30,2023-10-05 04:20,2023-10-05 11:45,2023-10-05 12:23,US,PT,False,True,50
1726,226,TP,2023-10-05 03:30,2023-10-05 04:20,2023-10-05 11:45,2023-10-05 12:23,US,PT,False,True,50
1727,2397,QR,2023-10-05 02:37,2023-10-05 03:15,2023-10-05 03:55,2023-10-05 04:40,US,US,True,False,38
1728,944,AA,2023-10-05 02:37,2023-10-05 03:15,2023-10-05 03:55,2023-10-05 04:40,US,US,True,False,38
1729,4331,IB,2023-10-05 02:37,2023-10-05 03:15,2023-10-05 03:55,2023-10-05 04:40,US,US,True,False,38
1730,4138,GF,2023-10-05 02:37,2023-10-05 03:15,2023-10-05 03:55,2023-10-05 04:40,US,US,True,False,38
1731,4960,BA,2023-10-05 02:37,2023-10-05 03:15,2023-10-05 03:55,2023-10-05 04:40,US,US,True,False,38
1732,5114,AT,2023-10-05 02:37,2023-10-05 03:15,2023-10-05 03:55,2023-10-05 04:40,US,US,True,False,38
1733,7471,JL,2023-10-05 01:02,2023-10-05 02:55,2023-10-05 04:05,2023-10-05 05:57,US,US,True,False,113
1734,7507,CX,2023-10-05 01:02,2023-10-05 02:55,2023-10-05 04:05,2023-10-05 05:57,US,US,True,False,113
1735,4057,B6,2023-10-05 01:02,2023-10-05 02:55,2023-10-05 04:05,2023-10-05 05:57,US,US,True,False,113
1736,9167,QR,2023-10-05 01:02,2023-10-05 02:55,2023-10-05 04:05,2023-10-05 05:57,US,US,True,False,113
1737,634,AA,2023-10-05 01:02,2023-10-05 02:55,2023-10-05 04:05,2023-10-05 05:57,US,US,True,False,113
1738,9488,MH,2023-10-05 01:02,2023-10-05 02:55,2023-10-05 04:05,2023-10-05 05:57,US,US,True,False,113
1739,4968,BA,2023-10-05 01:02,2023-10-05 02:55,2023-10-05 04:05,2023-10-05 05:57,US,US,True,False,113
1740,5034,BA,2023-10-05 00:54,2023-10-05 02:29,2023-10-05 01:57,2023-10-05 03:26,US,US,True,False,89
1741,1921,AA,2023-10-05 00:54,2023-10-05 02:29,2023-10-05 01:57,2023-10-05 03:26,US,US,True,False,89
1742,2237,QR,2023-10-05 00:54,2023-10-05 02:29,2023-10-05 01:57,2023-10-05 03:26,US,US,True,False,89
1743,4480,IB,2023-10-05 00:54,2023-10-05 02:29,2023-10-05 01:57,2023-10-05 03:26,US,US,True,False,89
1744,1015,NK,2023-10-05 01:00,2023-10-05 01:49,2023-10-05 04:00,,US,US,True,False,49
1745,2693,WN,2023-10-05 00:40,2023-10-05 01:27,2023-10-05 04:30,2023-10-05 05:20,US,US,True,False,50
1746,828,B6,2023-10-05 00:50,2023-10-05 01:30,2023-10-05 03:33,2023-10-05 04:10,US,US,True,False,37
1747,1571,SQ,2023-10-05 00:50,2023-10-05 01:30,2023-10-05 03:33,2023-10-05 04:10,US,US,True,False,37
1748,3605,WN,2023-10-05 00:45,2023-10-05 01:38,2023-10-05 03:25,2023-10-05 04:13,US,US,True,False,48
1749,1049,NK,2023-10-05 02:25,2023-10-05 02:56,2023-10-05 05:23,,US,PR,False,True,31
1750,69,3M,2023-10-05 00:55,2023-10-05 02:23,2023-10-05 02:15,2023-10-05 03:38,US,US,True,False,88
1751,3069,UA,2023-10-05 00:55,2023-10-05 02:23,2023-10-05 02:15,2023-10-05 03:38,US,US,True,False,88
1752,5469,B6,2023-10-05 00:55,2023-10-05 02:23,2023-10-05 02:15,2023-10-05 03:38,US,US,True,False,88
1753,5069,CM,2023-10-05 00:55,2023-10-05 02:23,2023-10-05 02:15,2023-10-05 03:38,US,US,True,False,88
1754,4274,IB,2023-10-04 23:28,2023-10-05 02:00,2023-10-05 00:57,2023-10-05 03:19,US,US,True,False,142
1755,4166,MQ,2023-10-04 23:28,2023-10-05 02:00,2023-10-05 00:57,2023-10-05 03:19,US,US,True,False,142
1756,4166,AA,2023-10-04 23:28,2023-10-05 02:00,2023-10-05 00:57,2023-10-05 03:19,US,US,True,False,142
1757,1832,BA,2023-10-04 23:28,2023-10-05 02:00,2023-10-05 00:57,2023-10-05 03:19,US,US,True,False,142
1758,4149,GF,2023-10-04 23:28,2023-10-05 02:00,2023-10-05 00:57,2023-10-05 03:19,US,US,True,False,142
1759,4506,AS,2023-10-04 23:28,2023-10-05 02:00,2023-10-05 00:57,2023-10-05 03:19,US,US,True,False,142
1760,3005,QF,2023-10-04 23:28,2023-10-05 02:00,2023-10-05 00:57,2023-10-05 03:19,US,US,True,False,142
1761,2537,QR,2023-10-05 02:00,2023-10-05 03:40,2023-10-05 02:23,2023-10-05 04:31,US,US,True,False,100
1762,3583,AA,2023-10-05 02:00,2023-10-05 03:40,2023-10-05 02:23,2023-10-05 04:31,US,US,True,False,100
1763,3583,MQ,2023-10-05 02:00,2023-10-05 03:40,2023-10-05 02:23,2023-10-05 04:31,US,US,True,False,100
1764,4158,QF,2023-10-05 02:00,2023-10-05 03:40,2023-10-05 02:23,2023-10-05 04:31,US,US,True,False,100
1765,1560,AA,2023-10-04 12:38,2023-10-05 04:00,2023-10-04 16:24,2023-10-05 07:45,US,US,True,False,922
1766,4557,AS,2023-10-04 12:38,2023-10-05 04:00,2023-10-04 16:24,2023-10-05 07:45,US,US,True,False,922
1767,9144,QR,2023-10-04 12:38,2023-10-05 04:00,2023-10-04 16:24,2023-10-05 07:45,US,US,True,False,922
1768,7694,QR,2023-10-05 02:30,2023-10-05 04:01,2023-10-05 04:07,2023-10-05 06:25,US,US,True,False,91
1769,6418,AS,2023-10-05 02:30,2023-10-05 04:01,2023-10-05 04:07,2023-10-05 06:25,US,US,True,False,91
1770,5493,BA,2023-10-05 02:30,2023-10-05 04:01,2023-10-05 04:07,2023-10-05 06:25,US,US,True,False,91
1771,2671,AA,2023-10-05 02:30,2023-10-05 04:01,2023-10-05 04:07,2023-10-05 06:25,US,US,True,False,91
1772,963,WN,2023-10-05 01:31,2023-10-05 04:01,2023-10-05 02:10,2023-10-05 05:52,US,US,True,False,150
1773,2640,WN,2023-10-05 01:30,2023-10-05 04:40,2023-10-05 03:00,2023-10-05 06:46,US,US,True,False,190
1774,2540,AA,2023-10-05 10:15,2023-10-05 11:10,2023-10-05 12:17,2023-10-05 13:12,US,US,True,False,55
1775,6404,AS,2023-10-05 10:15,2023-10-05 11:10,2023-10-05 12:17,2023-10-05 13:12,US,US,True,False,55
1776,6752,GF,2023-10-05 10:15,2023-10-05 11:10,2023-10-05 12:17,2023-10-05 13:12,US,US,True,False,55
1777,7263,JL,2023-10-05 10:15,2023-10-05 11:17,2023-10-05 12:04,2023-10-05 13:07,US,US,True,False,62
1778,4724,QF,2023-10-05 10:15,2023-10-05 11:17,2023-10-05 12:04,2023-10-05 13:07,US,US,True,False,62
1779,1940,AA,2023-10-05 10:15,2023-10-05 11:17,2023-10-05 12:04,2023-10-05 13:07,US,US,True,False,62
1780,6340,AS,2023-10-05 10:15,2023-10-05 11:17,2023-10-05 12:04,2023-10-05 13:07,US,US,True,False,62
1781,6410,AS,2023-10-05 12:05,2023-10-05 13:00,2023-10-05 14:18,2023-10-05 15:13,US,US,True,False,55
1782,7299,JL,2023-10-05 12:05,2023-10-05 13:00,2023-10-05 14:18,2023-10-05 15:13,US,US,True,False,55
1783,2583,AA,2023-10-05 12:05,2023-10-05 13:00,2023-10-05 14:18,2023-10-05 15:13,US,US,True,False,55
1784,2855,AA,2023-10-05 00:10,2023-10-05 02:04,2023-10-05 02:30,2023-10-05 04:08,US,US,True,False,114
1785,4283,B6,2023-10-05 00:10,2023-10-05 02:04,2023-10-05 02:30,2023-10-05 04:08,US,US,True,False,114
1786,1172,WN,2023-10-05 01:55,2023-10-05 04:10,2023-10-05 03:50,2023-10-05 06:14,US,US,True,False,135
1787,6866,AS,2023-10-05 12:55,2023-10-05 13:55,2023-10-05 15:46,2023-10-05 16:46,US,US,True,False,60
1788,696,AA,2023-10-05 12:55,2023-10-05 13:55,2023-10-05 15:46,2023-10-05 16:46,US,US,True,False,60
1789,3143,OO,2023-10-05 10:04,2023-10-05 14:10,2023-10-05 11:07,2023-10-05 15:13,US,US,True,False,246
1790,3143,AA,2023-10-05 10:04,2023-10-05 14:10,2023-10-05 11:07,2023-10-05 15:13,US,US,True,False,246
1791,6387,AS,2023-10-05 03:10,2023-10-05 14:30,2023-10-05 04:18,2023-10-05 15:38,US,US,True,False,680
1792,4799,QF,2023-10-05 03:10,2023-10-05 14:30,2023-10-05 04:18,2023-10-05 15:38,US,US,True,False,680
1793,6470,GF,2023-10-05 03:10,2023-10-05 14:30,2023-10-05 04:18,2023-10-05 15:38,US,US,True,False,680
1794,4401,BA,2023-10-05 03:10,2023-10-05 14:30,2023-10-05 04:18,2023-10-05 15:38,US,US,True,False,680
1795,2406,AA,2023-10-05 03:10,2023-10-05 14:30,2023-10-05 04:18,2023-10-05 15:38,US,US,True,False,680
1796,2508,QR,2023-10-05 03:10,2023-10-05 14:30,2023-10-05 04:18,2023-10-05 15:38,US,US,True,False,680
1797,6111,YV,2023-10-05 00:13,2023-10-05 01:30,2023-10-05 01:50,2023-10-05 03:48,US,US,True,False,118
1798,6111,UA,2023-10-05 00:13,2023-10-05 01:30,2023-10-05 01:50,2023-10-05 03:48,US,US,True,False,118
1799,6815,NZ,2023-10-05 00:13,2023-10-05 01:30,2023-10-05 01:50,2023-10-05 03:48,US,US,True,False,118
1800,6265,YV,2023-10-04 22:02,2023-10-05 02:18,2023-10-04 23:39,2023-10-05 04:43,US,US,True,False,256
1801,6265,UA,2023-10-04 22:02,2023-10-05 02:18,2023-10-04 23:39,2023-10-05 04:43,US,US,True,False,256
1802,6812,NZ,2023-10-04 22:02,2023-10-05 02:18,2023-10-04 23:39,2023-10-05 04:43,US,US,True,False,256
1803,5700,OO,2023-10-05 10:02,2023-10-05 10:35,2023-10-05 11:34,2023-10-05 12:07,US,US,True,False,33
1804,6810,NZ,2023-10-05 10:02,2023-10-05 10:35,2023-10-05 11:34,2023-10-05 12:07,US,US,True,False,33
1805,5700,UA,2023-10-05 10:02,2023-10-05 10:35,2023-10-05 11:34,2023-10-05 12:07,US,US,True,False,33
1806,1638,CM,2023-10-05 10:02,2023-10-05 10:35,2023-10-05 11:34,2023-10-05 12:07,US,US,True,False,33
1807,4726,AC,2023-10-05 10:02,2023-10-05 10:35,2023-10-05 11:34,2023-10-05 12:07,US,US,True,False,33
1808,322,DP,2023-10-05 01:00,2023-10-05 01:26,2023-10-05 04:50,2023-10-05 05:39,RU,RU,True,False,49
1809,193,U6,2023-10-05 02:10,2023-10-05 03:00,2023-10-05 05:45,2023-10-05 07:00,RU,RU,True,False,75
1810,185,U6,2023-10-05 02:20,2023-10-05 03:30,2023-10-05 05:55,2023-10-05 07:00,RU,RU,True,False,65
1811,221,U6,2023-10-05 04:20,2023-10-05 05:20,2023-10-05 07:55,2023-10-05 08:51,RU,RU,True,False,56
1812,431,U6,2023-10-05 10:20,2023-10-05 11:00,2023-10-05 13:55,2023-10-05 15:00,RU,RU,True,False,65
1813,8973,U6,2023-10-04 21:20,2023-10-05 01:40,2023-10-05 01:15,2023-10-05 05:27,RU,TJ,False,True,252
1814,371,U6,2023-10-05 06:00,2023-10-05 06:25,2023-10-05 08:40,2023-10-05 09:14,RU,RU,True,False,34
1815,312,DP,2023-10-04 23:50,2023-10-05 03:05,2023-10-05 05:05,2023-10-05 07:53,RU,RU,True,False,195
1816,6526,DP,2023-10-05 01:30,2023-10-05 02:40,2023-10-05 06:05,2023-10-05 06:45,RU,RU,True,False,70
1817,305,U6,2023-10-05 02:45,2023-10-05 03:45,2023-10-05 06:30,2023-10-05 07:33,RU,RU,True,False,63
1818,123,U6,2023-10-05 03:15,2023-10-05 05:30,2023-10-05 07:40,2023-10-05 09:44,RU,RU,True,False,124
1819,545,5N,2023-10-05 05:45,2023-10-05 06:30,2023-10-05 09:00,2023-10-05 10:55,RU,RU,True,False,115
1820,505,5N,2023-10-05 06:05,2023-10-05 07:20,2023-10-05 07:40,2023-10-05 09:10,RU,RU,True,False,75
1821,533,5N,2023-10-05 10:15,2023-10-05 16:50,2023-10-05 11:55,2023-10-05 18:40,RU,RU,True,False,395
1822,565,DP,2023-10-05 06:50,2023-10-05 08:35,2023-10-05 09:00,2023-10-05 10:50,RU,RU,True,False,110
1823,507,DP,2023-10-05 07:35,2023-10-05 09:30,2023-10-05 10:50,2023-10-05 13:30,RU,RU,True,False,115
1824,503,5N,2023-10-05 07:00,2023-10-05 12:50,2023-10-05 08:55,2023-10-05 14:45,RU,RU,True,False,350
1825,324,DP,2023-10-05 13:20,2023-10-06 01:00,2023-10-05 16:45,2023-10-06 04:50,RU,RU,True,False,700
1826,8728,ZH,2023-10-05 00:55,2023-10-05 01:26,2023-10-05 02:25,2023-10-05 03:01,CN,CN,True,False,36
1827,6601,FU,2023-10-05 01:40,2023-10-05 02:25,2023-10-05 03:55,2023-10-05 04:17,CN,CN,True,False,45
1828,5369,MU,2023-10-05 03:10,2023-10-05 03:53,2023-10-05 05:10,2023-10-05 05:16,CN,CN,True,False,43
1829,3395,MF,2023-10-05 03:10,2023-10-05 03:53,2023-10-05 05:10,2023-10-05 05:16,CN,CN,True,False,43
1830,2624,MU,2023-10-05 03:00,2023-10-05 03:55,2023-10-05 04:50,2023-10-05 05:22,CN,CN,True,False,55
1831,9834,ZH,2023-10-05 00:30,2023-10-05 01:27,2023-10-05 02:50,2023-10-05 03:45,CN,CN,True,False,55
1832,3388,CA,2023-10-05 00:30,2023-10-05 01:27,2023-10-05 02:50,2023-10-05 03:45,CN,CN,True,False,55
